fips,median_household_income_2017,density_2010
28019,34542,20.4
28021,24601,19.7
28023,37626,24.2
28025,34118,50.3
28027,28728,47.3
28029,38046,37.9
28031,36471,47.3
28033,62595,338.7
28035,39555,160.7
28037,42388,14.4
28039,47640,47.2
28041,48029,20.2
28043,34876,51.9
28045,47518,92.7
28047,44684,326
28049,41011,282
28051,20330,25.4
28053,26188,22.4
28055,25609,3.4
28057,38358,43.9
28059,50274,193.2
28061,35271,25.2
28063,21779,14.9
28065,26736,30.6
28067,38656,97.5
28069,27016,13.6
28071,45019,75
28073,56129,112
28075,41340,114.1
28077,40432,30
28079,35578,40.8
28081,45985,184.3
28083,25210,54.5
28085,37308,59.5
28087,43198,118.3
28089,68600,133.2
28091,30998,49.9
28093,41134,52.6
28095,39444,48.3
28097,34983,26.8
28099,36755,52.1
28101,37643,37.6
28103,30808,16.6
28105,37348,104
28107,35891,50.7
28109,44734,68.9
28111,35374,18.9
28113,30949,98.8
28115,41865,60.2
28117,32854,60.9
28119,25671,20.3
28121,61605,182.6
28123,33601,46.4
28125,30033,11.4
28127,37591,46.7
28129,37697,25.9
28131,46283,39.9
28133,28556,42.2
28135,30000,23.8
28137,46233,71.4
28139,39351,48.6
28141,36672,46.2
28143,32052,23.7
28145,40076,65.3
28147,31077,38.2
28149,41635,82.9
28151,29387,70.6
28153,35215,25.6
28155,35634,24.4
28157,23340,14.6
28159,33313,31.6
28161,37647,27.1
28163,28330,30.4
29001,38750,45.1
29003,56658,40
29005,45259,10.4
29007,44056,36.9
29009,40638,45.7
29011,41184,21
29013,45605,20.4
29015,35097,27.1
29017,40791,20
29019,52005,237.3
29021,48652,218.6
29023,37878,61.6
29025,44975,22.1
29027,53180,53.1
29029,50496,67.1
29031,49554,130.8
29033,43583,13.4
29035,37875,12.3
29037,65352,142.8
29039,35930,29.5
29041,43186,10.4
29043,55761,137.6
29045,45216,14.1
29047,65675,558.6
29049,57591,49.5
29051,54216,193
29053,46547,31.2
29055,37171,33.3
29057,38880,16.1
29059,41441,31
29061,45707,15
29063,46517,30.6
29065,38829,20.8
29067,33003,16.8
29069,32348,59.1
29071,53849,110
29073,50687,29.4
29075,43777,13.7
29077,43175,407.5
29079,41092,23.6
29081,42889,12.4
29083,41089,32
29085,34746,24.1
29087,43981,10.6
29089,50356,21.9
29091,34984,43.6
29093,36457,19.3
29095,50652,1115.3
29097,45328,183.9
29099,60765,333.1
29101,50689,63.4
29103,39674,8.2
29105,42646,46.5
29107,52557,53.1
29109,41673,63.2
29111,47148,20.2
29113,58603,83.9
29115,41652,20.7
29117,45929,28.5
29119,41207,42.8
29121,38903,19.4
29123,37484,24.7
29125,41715,17.4
29127,44098,65.9
29129,43314,8.3
29131,41461,41.8
29133,32212,34.9
29135,50897,37.6
29137,42011,13.6
29139,43094,22.8
29141,34776,34.4
29143,33846,28.1
29145,46723,93
29147,41370,26.6
29149,32070,13.8
29151,54503,23
29153,32021,13.1
29155,32468,37.1
29157,54935,40
29159,43097,61.9
29161,41681,67.2
29163,45112,27.6
29165,74199,212.6
29167,44805,49
29169,51137,95.5
29171,37028,9.6
29173,50161,21.6
29175,44754,52.7
29177,57270,41.3
29179,40265,8.3
29181,33849,22.4
29183,78380,643.2
29185,35066,14.6
29186,50959,36.4
29187,42873,144.6
29189,62931,1967.2
29195,41567,30.9
29197,38848,14.4
29199,42939,11.1
29201,41628,93.3
29203,31202,8.4
29205,42593,12.7
29207,40076,36.4
29209,43292,69.4
29211,42034,10.4
29213,39661,81.7
29215,35571,22.1
29217,41479,25.6
29219,56193,75.9
29221,37810,33.2
29223,35135,17.8
29225,45185,61.1
29227,48214,8.1
29229,31290,27.6
29510,38664,5157.5
30001,43880,1.7
30003,47276,2.6
30005,35506,1.5
30007,55295,4.7
30009,56988,4.9
30011,45347,0.3
30013,46827,30.1
30015,39577,1.5
30017,53050,3.1
30019,53591,1.2
30021,59622,3.8
30023,41235,12.6
30025,56806,1.8
30027,47110,2.7
30029,51410,17.9
30031,59397,34.4
30033,47188,0.3
30035,29201,4.5
30037,43854,0.8
30039,49063,1.8
30041,45269,5.6
30043,64911,6.9
30045,43281,1.1
30047,42582,19.3
30049,60789,18.3
30051,46641,1.6
30053,36934,5.4
30055,46193,0.7
30057,47900,2.1
30059,41343,0.8
30061,40117,3.5
30063,49412,42.1
30065,38156,2.4
30067,44920,5.6
30069,46429,0.3
30071,42101,0.8
30073,44597,3.8
30075,51136,0.5
30077,44352,3
30079,50850,0.7
30081,44733,16.8
30083,66572,4.7
30085,39219,4.4
30087,54709,1.8
30089,36445,4.1
30091,51940,2
30093,40480,47.6
30095,61998,5.1
30097,49761,2
30099,51060,2.7
30101,46735,2.8
30103,42454,0.7
30105,55267,1.5
30107,37222,1.5
30109,47132,1.1
30111,57955,56.2
31001,51721,55.7
31003,46949,7.8
31005,41250,0.6
31007,55000,0.9
31009,52000,0.7
31011,53854,8
31013,56328,10.5
31015,48750,3.9
31017,42773,2.6
31019,55053,47.6
31021,50174,14
31023,52448,14.4
31025,68284,45.3
31027,57208,12
31029,54568,4.4
31031,53226,1
31033,58770,8.4
31035,54167,11.4
31037,54876,25.5
31039,50734,16
31041,48836,4.2
31043,52401,79.5
31045,46146,6.6
31047,51238,24
31049,53438,4.4
31051,57036,12.6
31053,51748,69.4
31055,58640,1574.4
31057,44653,2.2
31059,56750,10.2
31061,49453,5.6
31063,52090,2.8
31065,43400,6.9
31067,52223,26.2
31069,48125,1.2
31071,46509,3.6
31073,61769,4.5
31075,45833,0.8
31077,47218,4.5
31079,53807,107.3
31081,61944,16.8
31083,46750,6.2
31085,44946,1.4
31087,41582,4.1
31089,52050,4.3
31091,41607,1
31093,53648,11
31095,46576,13.2
31097,49564,13.9
31099,53207,12.6
31101,45078,7.9
31103,48864,1.1
31105,43017,4
31107,48072,7.9
31109,55747,340.8
31111,55875,14.2
31113,50278,1.3
31115,58625,1.1
31117,60714,0.6
31119,49865,60.9
31121,53536,16.2
31123,44201,3.5
31125,45428,8.5
31127,55536,17.8
31129,42055,7.8
31131,54605,25.6
31133,42176,6.4
31135,58125,3.4
31137,56408,17
31139,55417,12.7
31141,58679,47.8
31143,63667,12.3
31145,42882,15.4
31147,46839,15.2
31149,52361,1.5
31151,50932,24.7
31153,75752,664.6
31155,65015,27.7
31157,47975,50
31159,63095,29.3
31161,41209,2.2
31163,48704,5.6
31165,45375,0.6
31167,57534,14.3
31169,48151,9.1
31171,53173,0.9
31173,44701,17.6
31175,50270,7.5
31177,66485,51.9
31179,58093,21.7
31181,43831,6.6
31183,49706,1.4
31185,59966,23.9
32001,46914,5
32003,54882,247.3
32005,61176,66.2
32007,76178,2.8
32009,39405,0.2
32011,67159,0.5
32013,69324,1.7
32015,79865,1.1
32017,52971,0.5
32019,50920,26
32021,39375,1.3
32023,44225,2.4
32027,52308,1.1
32029,63607,15.3
32031,58595,66.9
32033,60358,1.1
32510,49341,382.1
33001,65834,150.1
33003,58139,51.4
33005,60148,109.1
33007,45386,18.4
33009,61036,52.2
33011,75777,457.4
33013,69856,156.8
33015,85619,425
33017,67805,333.7
33019,59419,81.4
34001,57514,494.1
34003,91572,3884.5
34005,82839,561.9
34007,65037,2321.5
34009,62332,386.9
34011,50000,324.4
34013,57365,6211.5
34015,81489,895.3
34017,62681,13731.4
34019,110969,300
34021,77027,1632.2
34023,83133,2621.6
34025,91807,1344.7
34027,107034,1069.8
34029,65771,917
34031,63339,2715.3
34033,63934,199.1
34035,106046,1071.7
34037,89238,287.6
34039,73376,5216.1
34041,75500,304.5
35001,50386,570.8
35003,42047,0.5
35005,42177,10.8
35006,36089,6
35007,33042,3.7
35009,41941,34.4
35011,31439,0.9
35013,39114,55
35015,60703,12.9
35017,40470,7.4
35019,26060,1.5
35021,35096,0.3
35023,31829,1.4
35025,59285,14.7
35027,42145,4.2
35028,110190,164.4
35029,27602,8.5
35031,30336,13.1
35033,26644,2.5
35035,43533,9.6
35037,26663,3.1
35039,33422,6.9
35041,35928,8.1
35043,60345,35.5
35045,49686,23.6
35047,29168,6.2
35049,57945,75.5
35051,29690,2.9
35053,34008,2.7
35055,35314,15
35057,35543,4.9
35059,38240,1.2
35061,43428,71.8
36001,62293,581.9
36003,45359,47.6
36005,36593,32903.6
36007,49064,284.2
36009,45571,61.4
36011,54664,115.7
36013,44304,127.2
36015,51251,218.1
36017,48567,56.5
36019,52759,79.1
36021,61093,99.4
36023,52451,98.9
36025,47921,33.3
36027,75585,373.9
36029,54006,881.4
36031,55294,21.9
36033,50733,31.7
36035,48033,112.1
36037,54033,121.9
36039,53214,76.1
36041,55587,2.8
36043,49077,45.7
36045,50322,91.6
36047,52782,35369.1
36049,51475,21.3
36051,53654,103.5
36053,58365,112.2
36055,55272,1132.6
36057,47449,124.6
36059,105744,4704.8
36061,79781,69467.5
36063,51656,414.4
36065,51316,193.7
36067,57271,600
36069,61710,167.6
36071,75146,459.3
36073,49223,109.6
36075,51755,128.3
36077,51254,62.2
36079,99608,432.9
36081,62008,20553.6
36083,63166,244.4
36085,76244,8030.3
36087,88571,1795.9
36089,48330,41.8
36091,77548,271.1
36093,61315,756.6
36095,51842,52.7
36097,47810,55.9
36099,51601,108.9
36101,50157,71.2
36103,92838,1637.4
36105,53877,80.1
36107,57153,98.6
36109,56200,214
36111,61652,162.3
36113,60222,75.8
36115,52527,76.1
36117,53693,155.3
36119,89968,2204.7
36121,55459,71.1
36123,51758,75
37001,44281,356.5
37003,44523,143.1
37005,38944,47.5
37007,38123,50.7
37009,40293,64
37011,37109,72
37013,41101,57.7
37015,31287,30.4
37017,32396,40.2
37019,51164,126.8
37021,48464,362.9
37023,40854,179.3
37025,60716,492.1
37027,40735,176.1
37029,68327,41.5
37031,51584,131.3
37033,39428,55.8
37035,48649,387.1
37037,59684,93.1
37039,38115,60.3
37041,41979,85.8
37043,37070,49.3
37045,40002,211.3
37047,36261,62
37049,49391,146
37051,44737,489.7
37053,65758,89.9
37055,55640,88.5
37057,45806,294.7
37059,53493,156.2
37061,36679,71.7
37063,56393,935.7
37065,32929,111.9
37067,48369,859.2
37069,48344,123.3
37071,46626,578.8
37073,52481,35.8
37075,36030,30.3
37077,52089,112.7
37079,36989,80.3
37081,49253,756.4
37083,33573,75.5
37085,50323,192.7
37087,45538,106.6
37089,50454,286.1
37091,35806,69.9
37093,45713,120.2
37095,40532,9.5
37097,55957,277.8
37099,45078,82.1
37101,54610,213.4
37103,37256,21.6
37105,49272,227
37107,37515,148.5
37109,50782,262.7
37111,38776,102.1
37113,40659,65.8
37115,40563,46.2
37117,35969,53.1
37119,61695,1755.5
37121,42534,70.4
37123,38254,56.5
37125,54468,126.5
37127,46187,177.3
37129,51457,1058.1
37131,33508,41.2
37133,48162,233.1
37135,65522,336.2
37137,45211,39.1
37139,47264,179.2
37141,49357,60
37143,44039,54.4
37145,44921,100.6
37147,43526,257.9
37149,48412,86.3
37151,43598,181.1
37153,33607,98.4
37155,32407,141.3
37157,41700,165.6
37159,46978,270.7
37161,38573,120.2
37163,37765,67.1
37165,32739,113.4
37167,46017,153.3
37169,44490,105.6
37171,39071,138.4
37173,35271,26.5
37175,44559,87.4
37177,32411,11.3
37179,70858,318.7
37181,35246,179.2
37183,73577,1078.8
37185,35443,48.9
37187,34557,38
37189,41541,163.4
37191,41766,221.7
37193,37173,91.9
37195,42095,220.6
37197,41126,114.7
37199,37610,57
38001,54700,2.4
38003,56237,7.4
38005,44500,4.8
38007,91518,0.7
38009,58767,3.9
38011,65435,2.7
38013,71667,1.8
38015,67308,49.8
38017,58026,84.9
38019,65505,2.7
38021,58357,4.7
38023,54223,1.6
38025,68594,1.8
38027,55294,3.8
38029,46581,2.4
38031,59500,5.3
38033,44018,1.7
38035,51410,46.5
38037,50875,1.4
38039,50272,3.4
38041,56118,2.2
38043,60225,1.8
38045,57463,3.6
38047,57379,2
38049,61788,2.9
38051,46012,2.9
38053,79316,2.3
38055,63926,4.2
38057,80337,8.1
38059,65385,14.3
38061,69622,4.2
38063,52417,3.2
38065,71500,2.6
38067,61393,6.6
38069,45996,4.3
38071,55927,9.6
38073,62524,6.3
38075,66023,2.8
38077,60551,11.4
38079,36170,15.4
38081,60824,4.5
38083,49750,1.4
38085,40795,3.8
38087,61250,0.6
38089,77328,18.1
38091,65437,2.8
38093,56088,9.5
38095,54625,2.2
38097,60952,9.4
38099,50781,8.7
38101,64159,30.6
38103,54464,3.3
38105,89874,10.8
39001,36320,48.9
39003,47905,264.2
39005,50893,125.6
39007,43017,144.6
39009,37191,128.6
39011,59516,114.5
39013,46484,132.3
39015,49188,91.5
39017,62188,788.2
39019,51748,73.1
39021,54495,93.5
39023,46275,348
39025,64183,436.5
39027,49997,102.9
39029,45498,202.7
39031,43251,65.4
39033,41726,109
39035,46720,2800
39037,50064,88.5
39039,55295,94.9
39041,100229,393.2
39043,51033,306.4
39045,63424,289.8
39047,44289,71.4
39049,56319,2186.1
39051,57774,105.3
39053,42002,66.3
39055,77104,233.4
39057,65032,390.5
39059,42744,76.8
39061,52389,1976.7
39063,52831,140.7
39065,46404,68.1
39067,46223,39.4
39069,58070,67.8
39071,42333,78.8
39073,48073,69.7
39075,58728,100.3
39077,49710,121.3
39079,43397,79
39081,43161,170.7
39083,51211,115.9
39085,61137,1011.2
39087,45466,137.7
39089,59747,243.9
39091,53051,100
39093,54987,613.6
39095,44820,1296.2
39097,62897,93.2
39099,43251,580.2
39101,44708,164.7
39103,71595,409
39105,42105,55.3
39107,57052,88.3
39109,54568,252.1
39111,43299,32.1
39113,47045,1159.5
39115,40276,36.2
39117,52767,85.8
39119,43325,129.5
39121,42171,36.8
39123,56193,162.5
39125,49866,47.1
39127,46477,88.4
39129,60314,111.1
39131,43562,65.2
39133,53816,331.2
39135,52661,99.7
39137,61161,71.5
39139,44138,251.3
39141,45792,113.3
39143,50370,149.2
39145,38978,130.3
39147,49153,103
39149,57673,121.2
39151,50117,652.9
39153,53291,1312.6
39155,45380,340.1
39157,49460,163.1
39159,78848,121.1
39161,50974,70.3
39163,41541,32.6
39165,79397,530
39167,46021,97.8
39169,54037,206.4
39171,47593,89.4
39173,58033,203.3
39175,49767,55.6
40001,33366,39.6
40003,57432,6.5
40005,37106,14.5
40007,52571,3.1
40009,49625,24.5
40011,46362,12.9
40013,41197,46.9
40015,41626,23.2
40017,69220,128.9
40019,47754,57.8
40021,39187,62.7
40023,30298,19.7
40025,44667,1.3
40027,60632,474.7
40029,39931,11.5
40031,49569,116.1
40033,49962,9.8
40035,40465,19.7
40037,47147,73.6
40039,48520,27.8
40041,38234,56.2
40043,52930,4.8
40045,50594,3.4
40047,50724,57.2
40049,42567,34.4
40051,55527,47.6
40053,54460,4.5
40055,35898,9.8
40057,38264,5.4
40059,46915,3.5
40061,38017,22.1
40063,38425,17.4
40065,45189,32.9
40067,35933,8.5
40069,38636,17
40071,44067,50.6
40073,62829,16.7
40075,38191,9.3
40077,40539,15.4
40079,39253,31.7
40081,47539,36
40083,59133,56.3
40085,49409,18.3
40087,62081,60.5
40089,34250,17.9
40091,38163,32.7
40093,52056,7.9
40095,45671,42.7
40097,45302,63
40099,51844,32.4
40101,41329,87.6
40103,52372,15.8
40105,41282,18.6
40107,38346,19.7
40109,50762,1013.8
40111,39567,57.5
40113,47683,21.1
40115,38472,67.6
40117,46460,29.2
40119,39149,113
40121,44941,35.1
40123,46689,52
40125,46159,88.2
40127,35414,8.3
40129,51286,3.2
40131,61320,128.6
40133,37741,40.3
40135,37455,63
40137,44805,51.8
40139,49469,10.1
40141,40728,9.2
40143,52017,1058.1
40145,59210,130.1
40147,50388,122.7
40149,51909,11.6
40151,57097,6.9
40153,57602,16.2
41001,43765,5.3
41003,54682,126.6
41005,72408,201
41007,49828,44.7
41009,57449,75.1
41011,40848,39.5
41013,41777,7
41015,42519,13.7
41017,59152,52.3
41019,44023,21.4
41021,39831,1.6
41023,44826,1.6
41025,39504,0.7
41027,57269,42.8
41029,48688,73
41031,48464,12.2
41033,40705,50.4
41035,42531,11.2
41037,32769,1
41039,47710,77.2
41041,43291,47
41043,49515,50.9
41045,37112,3.2
41047,53828,266.7
41049,54386,5.5
41051,60369,1704.9
41053,56032,101.8
41055,42074,2.1
41057,45061,22.9
41059,50071,23.6
41061,46228,12.6
41063,44877,2.2
41065,48510,10.6
41067,74033,731.4
41069,33563,0.8
41071,58392,138.6
42001,62661,195.5
42003,56333,1675.6
42005,47527,105.5
42007,53981,392.3
42009,48703,49.2
42011,59580,480.4
42013,45664,241.7
42015,50900,54.6
42017,82031,1034.7
42019,66037,233.1
42021,44943,208.7
42023,40402,12.8
42025,51236,171.1
42027,56466,138.7
42029,92417,664.7
42031,44373,66.6
42033,45188,71.3
42035,47990,44.2
42037,48395,139.3
42039,47179,87.7
42041,65544,431.6
42043,57071,510.6
42045,69839,3040.5
42047,49876,38.6
42049,48192,351.1
42051,41632,172.8
42053,37106,18.1
42055,58267,193.7
42057,50007,33.9
42059,50972,67.2
42061,46765,52.5
42063,46306,107.5
42065,45342,69.3
42067,50571,63
42069,48380,467.1
42071,61492,550.4
42073,47188,254.4
42075,57698,369.1
42077,60116,1012.5
42079,49290,360.4
42081,50634,94.5
42083,45866,44.4
42085,47340,173.4
42087,46286,113.6
42089,61430,279.2
42091,84791,1655.9
42093,56250,140.3
42095,65390,805.4
42097,44534,206.2
42099,60847,83.4
42101,40649,11379.5
42103,63417,105.3
42105,41406,16.1
42107,47642,190.4
42109,54182,120.8
42111,46132,72.4
42113,45519,14.3
42115,52014,52.7
42117,50017,37
42119,53768,142.2
42121,46487,81.5
42123,45781,47.3
42125,59309,242.5
42127,52161,72.8
42129,56702,355.4
42131,55965,71.2
42133,61707,481.1
44001,74630,2064
44003,69047,985.9
44005,75463,809.6
44007,52530,1530.3
44009,77862,385.7
45001,35254,51.8
45003,47713,149.5
45005,23331,25.5
45007,45551,261.6
45009,32330,40.6
45011,34035,41.2
45013,60603,281.5
45015,56697,161.8
45017,44010,39.8
45019,57882,382.3
45021,35286,140.9
45023,37421,57.1
45025,38469,58.5
45027,35838,57.6
45029,34996,36.8
45031,36217,122.4
45033,30866,79.2
45035,58685,238.2
45037,47500,53.9
45039,35551,34.9
45041,43310,171.1
45043,46967,73.9
45045,53739,574.7
45047,39196,153.2
45049,32147,37.7
45051,46475,237.5
45053,39740,37.8
45055,46565,84.9
45057,50557,139.6
45059,40580,93.2
45061,31963,46.9
45063,57482,375.4
45065,40622,28.5
45067,31129,67.6
45069,33921,60.3
45071,39600,59.5
45073,43978,118.6
45075,34943,83.6
45077,45332,240.2
45079,52082,507.9
45081,41885,43.9
45083,47575,351.9
45085,41946,161.6
45087,37493,56.3
45089,30976,36.8
45091,59394,332.2
46003,57257,3.8
46005,48995,13.8
46007,45725,2.9
46009,52923,12.5
46011,53473,40.3
46013,53807,21.3
46015,50870,6.4
46017,30500,4.1
46019,44786,4.5
46021,51548,2
46023,44104,8.3
46025,47500,3.9
46027,41773,33.6
46029,52025,39.5
46031,32260,1.6
46033,56449,5.3
46035,48665,44.8
46037,43902,5.6
46039,57969,7
46041,41190,2.3
46043,52543,7
46045,65380,3.6
46047,48862,4.1
46049,46750,2.4
46051,56276,10.8
46053,42679,4.2
46055,38873,1.1
46057,61784,11.6
46059,50720,2.4
46061,62448,7.7
46063,55972,0.5
46065,59741,23
46067,49583,9
46069,53696,1.7
46071,38041,1.6
46073,49882,3.9
46075,39432,1
46077,58794,6.2
46079,58467,19.9
46081,49275,30.1
46083,81849,77.7
46085,47113,2.3
46087,60808,9.8
46089,41674,2.2
46091,60948,5.6
46093,54286,7.3
46095,31165,1.6
46097,50658,4.2
46099,57322,210
46101,56233,12.5
46102,NA,6.5
46103,52245,36.4
46105,50450,1
46107,51597,2.7
46109,51228,9.2
46111,54677,4.1
46115,52000,4.3
46117,63233,2.1
46119,60694,1.4
46121,26285,6.9
46123,48409,3.5
46125,54294,13.5
46127,65434,31.3
46129,46623,7.7
46135,50029,43.1
46137,35000,1.4
47001,47206,222.8
47003,47117,95.1
47005,33702,41.8
47007,40450,31.7
47009,51172,220.2
47011,46381,301
47013,35377,84.8
47015,47457,52
47017,38201,47.6
47019,34625,168.3
47021,56150,129.3
47023,43740,60
47025,35428,74.1
47027,30801,33.2
47029,32027,82.1
47031,46614,123.1
47033,39692,54.9
47035,40994,82.3
47037,53419,1243.3
47039,36427,35.2
47041,40690,61.5
47043,47398,101.4
47045,44386,74.8
47047,57919,54.5
47049,32616,36
47051,46882,74
47053,41315,82.4
47055,43925,48.3
47057,40088,80.7
47059,38266,110.6
47061,31919,38
47063,42042,388
47065,50273,620.3
47067,29619,30.7
47069,36686,40.8
47071,39092,45.1
47073,38728,116.7
47075,36118,35.2
47077,42711,53.4
47079,40415,57.5
47081,39333,40.3
47083,41820,42.1
47085,40998,34.9
47087,33933,37.7
47089,45641,187.6
47091,32994,61.1
47093,52458,850.5
47095,31993,47.2
47097,35551,58.9
47099,41522,67.8
47101,37092,43.1
47103,42153,58.5
47105,55431,211.8
47107,39990,121.5
47109,34353,46.3
47111,35533,72.4
47113,44496,176.4
47115,45366,56.7
47117,46837,81.5
47119,52080,132
47121,39786,60.2
47123,36931,70
47125,53737,319.6
47127,51671,49.2
47129,40707,42.1
47131,38063,58.4
47133,36052,50.9
47135,31503,19.1
47137,39313,31.2
47139,42307,38.7
47141,37802,180.3
47143,39368,100.9
47145,45407,150.2
47147,57424,139.2
47149,62149,424
47151,31875,41.8
47153,51312,53.1
47155,44473,151.7
47157,48415,1215.5
47159,44275,61
47161,44090,29
47163,42251,379.4
47165,61584,303.4
47167,57212,133.3
47169,41776,68.9
47171,36576,98.4
47173,40132,85.5
47175,43631,20.3
47177,36765,92.1
47179,44180,376.7
47181,34299,23.2
47183,36550,60.3
47185,37654,68.6
47187,103543,314.4
47189,66123,199.7
48001,42313,55
48003,70753,9.9
48005,46472,108.8
48007,44601,91.9
48009,63192,10
48011,68750,2.1
48013,55194,36.8
48015,62614,44
48017,43523,8.7
48019,56413,25.9
48021,59185,83.5
48023,36157,4.3
48025,45415,36.2
48027,52583,295.2
48029,53999,1383.1
48031,58500,14.8
48033,77708,0.7
48035,48677,18.5
48037,46283,104.6
48039,76426,230.7
48041,43907,332.8
48043,38906,1.5
48045,42500,1.8
48047,24794,7.7
48049,43062,40.3
48051,52510,26.1
48053,57173,43
48055,51346,69.8
48057,58788,42.2
48059,40945,15.1
48061,36095,456
48063,41811,63.3
48065,67010,6.7
48067,41432,32.5
48069,44643,9
48071,74368,58.8
48073,44294,48.3
48075,40432,10.1
48077,46863,9.9
48079,37500,4
48081,42500,3.6
48083,40804,7
48085,90124,930
48087,46348,3.3
48089,50241,21.7
48091,73655,193.9
48093,42419,14.9
48095,46696,4.2
48097,60027,43.9
48099,50865,71.7
48101,33534,1.7
48103,63935,5.6
48105,52310,1.3
48107,38674,6.7
48109,33125,0.6
48111,45580,4.5
48113,53626,2718
48115,43201,15.4
48117,51543,12.9
48119,42642,20.4
48121,80290,754.3
48123,50960,22.1
48125,43088,2.7
48127,31384,7.5
48129,44429,4
48131,35443,6.6
48133,32135,20.1
48135,59528,152.8
48137,48462,0.9
48139,67371,159.9
48141,43244,790.6
48143,47013,35
48145,38834,23.3
48147,47875,38.1
48149,56941,25.8
48151,45294,4.4
48153,48767,6.5
48155,50000,1.9
48157,93645,679.5
48159,43967,37.3
48161,45890,22.6
48163,37382,15.2
48165,58167,11.7
48167,65702,769.9
48169,53832,7.2
48171,56267,23.5
48173,64886,1.4
48175,56737,8.5
48177,47516,18.6
48179,48314,24.3
48181,52683,129.6
48183,47970,445.4
48185,49745,33.8
48187,66187,184.9
48189,46012,36.1
48191,31324,3.8
48193,46611,10.2
48195,40678,6.1
48197,37995,6
48199,56131,61.3
48201,57791,2402.4
48203,48644,72.9
48205,64427,4.1
48207,43529,6.5
48209,62815,231.7
48211,68679,4.2
48213,44888,89.9
48215,37097,493.2
48217,45970,36.6
48219,49184,25.2
48221,60275,121.7
48223,47832,45.8
48225,33552,19.3
48227,50855,38.9
48229,26346,0.8
48231,49319,102.5
48233,50035,25
48235,63021,1.5
48237,52829,9.9
48239,58504,17
48241,41960,38
48243,46534,1
48245,46315,287.9
48247,31403,4.7
48249,41103,47.2
48251,60458,208.3
48253,48601,21.8
48255,53051,19.8
48257,63926,132.4
48259,81023,50.4
48261,24800,0.3
48263,52250,0.9
48265,48698,45
48267,41095,3.7
48269,56964,0.3
48271,34926,2.6
48273,41700,36.4
48275,46319,4.4
48277,42198,54.9
48279,43712,13.8
48281,54467,27.6
48283,44601,4.6
48285,51708,19.9
48287,55741,26.4
48289,44875,15.7
48291,48344,65.3
48293,40356,25.8
48295,59583,3.5
48297,51480,11.1
48299,50524,20.7
48301,80938,0.1
48303,49078,311.3
48305,44922,6.6
48307,42367,7.8
48309,46262,226.5
48311,71389,0.6
48313,44004,29.3
48315,36938,27.7
48317,71115,5.2
48319,40949,4.3
48321,44896,33.4
48323,37734,42.4
48325,59305,34.7
48327,37917,2.5
48329,75815,152
48331,41768,24.3
48333,46318,6.6
48335,52194,10.3
48337,46592,21.2
48339,74323,437.5
48341,52469,24.3
48343,40227,51.3
48345,40598,1.2
48347,41482,68.2
48349,45103,47.3
48351,40180,15.5
48353,42019,16.7
48355,53317,405.8
48357,50120,11.1
48359,62426,1.4
48361,53667,245.3
48363,45067,29.5
48365,49704,29.7
48367,70608,129.4
48369,50410,11.7
48371,50543,3.3
48373,43267,43
48375,41852,133.3
48377,26486,2
48379,48308,47.6
48381,65564,132.4
48383,59760,2.9
48385,36493,4.7
48387,35356,12.4
48389,49390,5.2
48391,50338,9.6
48393,79167,1
48395,52189,19.4
48397,93269,616.7
48399,41226,10
48401,49270,57.7
48403,33561,22
48405,32394,16.7
48407,43421,46.3
48409,53332,93.5
48411,40301,5.4
48413,63432,2.6
48415,54565,18.7
48417,46685,3.7
48419,38121,32
48421,54961,3.3
48423,50742,227.6
48425,52346,45.5
48427,27133,49.8
48429,45862,10.7
48431,50000,1.2
48433,46786,1.6
48435,60996,2.8
48437,37883,8.8
48439,62532,2094.7
48441,49161,143.6
48443,26063,0.4
48445,42441,14.2
48447,37279,1.8
48449,46980,79.6
48451,49662,72.4
48453,68350,1034.4
48455,37398,21
48457,44396,23.5
48459,48796,67.4
48461,52750,2.7
48463,40781,17
48465,44609,15.5
48467,50061,62.4
48469,55740,98.4
48471,41456,86.5
48473,53506,84.1
48475,63333,12.8
48477,55793,55.8
48479,40442,74.5
48481,50145,38
48483,50910,5.9
48485,45776,209.5
48487,43913,13.9
48489,29104,37.5
48491,79123,378
48493,71942,53.4
48495,55000,8.5
48497,59081,65.4
48499,48038,65
48501,62500,9.9
48503,46351,20.3
48505,34550,14
48507,25988,9
49001,47878,2.6
49003,58835,8.7
49005,53812,96.7
49007,46994,14.5
49009,85000,1.5
49011,75961,1025.8
49013,63000,5.7
49015,51852,2.5
49017,51700,1
49019,46658,2.5
49021,45422,14
49023,57590,3
49025,50266,1.8
49027,59312,1.9
49029,86071,15.5
49031,41750,2.1
49033,52917,2.2
49035,67922,1387.1
49037,42581,1.9
49039,50928,17.5
49041,50850,10.9
49043,94952,19.4
49045,66542,8.4
49047,67012,7.3
49049,67042,257.8
49051,74552,20
49053,55175,56.9
49055,42444,1.1
49057,62036,401.4
50001,61875,48
50003,52251,55
50005,47371,48.1
50007,66906,291.7
50009,38767,9.5
50011,62214,75.3
50013,66111,85.2
50015,54899,53.3
50017,56584,42.1
50019,45664,39.3
50021,52635,66.3
50023,60602,86.6
50025,50831,56.7
50027,56828,58.5
51001,42260,73.8
51003,72265,137.3
51005,46020,36.5
51007,58535,35.7
51009,49677,68.3
51011,54875,44.9
51013,112138,7993.6
51015,59544,76.3
51017,44483,8.9
